"","token","tok_length","n"
"11227","蒙藏",2,11
"11228","蒞",1,4
"11229","蒲",1,6
"11230","蒲江",2,1
"11231","蒲田",2,1
"11232","蒸",1,3
"11233","蒸溜",2,1
"11234","蒸蒸",2,2
"11235","蒸飯",2,1
"11236","蒼松",2,2
"11237","蒼梧",2,2
"11238","蒼蒼",2,1
"11239","蓂",1,3
"11240","蓄",1,2
"11241","蓄牧",2,1
"11242","蓄積",2,1
"11243","蓆子",2,1
"11244","蓋",1,186
"11245","蓋爾",2,1
"11246","蓋造",2,1
"11247","蓬",1,1
"11248","蓬勃",2,1
"11249","蓬萊",2,1
"11250","蓬萊仙島",4,1
"11251","蓮",1,6
"11252","蓰",1,1
"11253","蔑",1,1
"11254","蔑棄",2,1
"11255","蔑視",2,8
"11256","蔓",1,1
"11257","蔓延",2,7
"11258","蔓衍",2,2
"11259","蔗",1,1
"11260","蔚",1,4
"11261","蔚然",2,1
"11262","蔡",1,17
"11263","蔡元培",3,3
"11264","蔡鍔",2,1
"11265","蔣",1,6
"11266","蔣中正",3,8
"11267","蔣介石",3,1
"11268","蔭",1,3
"11269","蔽",1,10
"11270","蕃",1,3
"11271","蕃殖",2,1
"11272","蕉",1,3
"11273","蕞",1,1
"11274","蕩",1,1
"11275","蕪",1,1
"11276","蕪湖",2,1
"11277","蕪雜",2,1
"11278","蕭",1,5
"11279","蕭條",2,1
"11280","薄",1,15
"11281","薄命",2,3
"11282","薄弱",2,5
"11283","薈萃",2,1
"11284","薛",1,6
"11285","薦",1,4
"11286","薨",1,2
"11287","薩",1,5
"11288","薩斯",2,1
"11289","薩長",2,1
"11290","薪",1,6
"11291","薪俸",2,6
"11292","薪火",2,1
"11293","薪給",2,1
"11294","薪金",2,1
"11295","薰",1,3
"11296","薰陶",2,1
"11297","藉",1,37
"11298","藉口",2,12
"11299","藍",1,9
"11300","藍天",2,2
"11301","藍色",2,1
"11302","藏",1,20
"11303","藏書",2,8
"11304","藏書樓",3,1
"11305","藝",1,5
"11306","藝妓",2,1
"11307","藝術",2,23
"11308","藝術家",3,3
"11309","藤",1,1
"11310","藤蘿",2,1
"11311","藥",1,20
"11312","藥劑",2,1
"11313","藥品",2,7
"11314","藥學",2,1
"11315","藥餌",2,1
"11316","藩",1,19
"11317","藩國",2,1
"11318","藪",1,1
"11319","藻",1,4
"11320","蘆",1,6
"11321","蘆溝橋",3,1
"11322","蘆花",2,1
"11323","蘇",1,21
"11324","蘇丹",2,1
"11325","蘇俄",2,5
"11326","蘇州",2,3
"11327","蘇杭",2,1
"11328","蘇格蘭",3,2
"11329","蘇維埃",3,15
"11330","蘇聯",2,8
"11331","蘊",1,2
"11332","蘊蓄",2,4
"11333","蘢",1,2
"11334","蘭",1,11
"11335","蘭譜",2,1
"11336","蘿蔔",2,1
"11337","虎",1,21
"11338","虎符",2,4
"11339","虐",1,2
"11340","虐待",2,4
"11341","虐殺",2,2
"11342","處",1,279
"11343","處分",2,6
"11344","處境",2,1
"11345","處所",2,1
"11346","處死",2,3
"11347","處理",2,12
"11348","處置",2,4
"11349","處處",2,12
"11350","虛",1,21
"11351","虛名",2,1
"11352","虛弱",2,1
"11353","虛心",2,1
"11354","虛懷",2,1
"11355","虛誕",2,1
"11356","虜",1,1
"11357","虞",1,10
"11358","虞舜",2,1
"11359","號",1,55
"11360","號令",2,1
"11361","號召",2,7
"11362","號碼",2,1
"11363","號稱",2,3
"11364","虧",1,10
"11365","虧折",2,2
"11366","虧損",2,3
"11367","虧本",2,1
"11368","虫",1,1
"11369","虹口",2,1
"11370","虹橋",2,1
"11371","蚌",1,4
"11372","蚯蚓",2,1
"11373","蛇",1,3
"11374","蛇山",2,2
"11375","蛇類",2,1
"11376","蛋",1,4
"11377","蛙式",2,3
"11378","蛟",1,1
"11379","蛻",1,2
"11380","蛻變",2,5
"11381","蜀",1,10
"11382","蜀道",2,1
"11383","蜂擁",2,1
"11384","蜚",1,1
"11385","蜜",1,2
"11386","蜜柑",2,2
"11387","蜜蜂",2,1
"11388","蜿蜒",2,3
"11389","蝟",1,1
"11390","蝠",1,1
"11391","蝦",1,1
"11392","蝨",1,2
"11393","蝶",1,15
"11394","融",1,2
"11395","融和",2,1
"11396","融洽",2,4
"11397","融通",2,1
"11398","螺絲",2,3
"11399","蟄",1,2
"11400","蟒袍",2,1
"11401","蟲",1,4
"11402","蟹",1,1
"11403","蠟",1,2
"11404","蠢笨",2,1
"11405","蠭",1,2
"11406","蠱",1,1
"11407","蠶",1,8
"11408","蠶桑",2,1
"11409","蠶絲",2,8
"11410","蠹",1,1
"11411","蠻",1,12
"11412","蠻國",2,1
"11413","蠻夷",2,1
"11414","血",1,10
"11415","血戰",2,1
"11416","血氣",2,2
"11417","血汗",2,2
"11418","血統",2,1
"11419","血肉",2,1
"11420","血脈",2,1
"11421","衆",1,170
"11422","衆人",2,1
"11423","衆多",2,1
"11424","衆議",2,1
"11425","行",1,365
"11426","行事",2,3
"11427","行人",2,13
"11428","行使",2,18
"11429","行動",2,30
"11430","行政",2,91
"11431","行政官",3,2
"11432","行政機關",4,26
"11433","行政法",3,2
"11434","行政院",3,2
"11435","行李",2,2
"11436","行禮",2,2
"11437","行程",2,1
"11438","行走",2,2
"11439","行蹤",2,1
"11440","行軍",2,1
"11441","行長",2,1
"11442","衍",1,3
"11443","術",1,11
"11444","街",1,23
"11445","街上",2,1
"11446","街市",2,4
"11447","街道",2,9
"11448","衙",1,3
"11449","衙門",2,39
"11450","衝",1,7
"11451","衝動",2,1
"11452","衝激",2,2
"11453","衝破",2,1
"11454","衝突",2,17
"11455","衞",1,101
"11456","衡",1,27
"11457","衡平",2,1
"11458","衡量",2,1
"11459","衡陽",2,10
"11460","衢",1,1
"11461","衣",1,19
"11462","衣冠",2,3
"11463","衣履",2,1
"11464","衣服",2,12
"11465","衣袋",2,1
"11466","衣裝",2,1
"11467","衣食",2,7
"11468","表",1,82
"11469","表徵",2,2
"11470","表明",2,2
"11471","表決",2,3
"11472","表演",2,6
"11473","表率",2,1
"11474","表現",2,25
"11475","表白",2,2
"11476","表示",2,47
"11477","表裏",2,1
"11478","表達",2,2
"11479","表露",2,2
"11480","表面",2,11
"11481","表面上",3,3
"11482","衫",1,2
"11483","衰",1,16
"11484","衰亡",2,1
"11485","衰勢",2,1
"11486","衰滅",2,1
"11487","衰老",2,2
"11488","衰落",2,2
"11489","衰退",2,1
"11490","衰頽",2,2
"11491","衷",1,5
"11492","衿",1,1
"11493","袁",1,62
"11494","袁世凱",3,48
"11495","袈裟",2,1
"11496","袍",1,3
"11497","袒護",2,2
"11498","袖",1,3
"11499","袖手",2,5
"11500","袤",1,1
"11501","被",1,236
"11502","被動",2,2
"11503","被害",2,1
"11504","被殺",2,1
"11505","被褥",2,2
"11506","袴",1,2
"11507","袵",1,1
"11508","裁",1,30
"11509","裁兵",2,14
"11510","裁判",2,10
"11511","裁判官",3,1
"11512","裁制",2,3
"11513","裁可",2,2
"11514","裁奪",2,1
"11515","裁定",2,1
"11516","裁撤",2,16
"11517","裁決",2,1
"11518","裁減",2,9
"11519","裂",1,5
"11520","裂縫",2,2
"11521","装束",2,1
"11522","裏",1,95
"11523","裏面",2,17
"11524","裔",1,1
"11525","裕",1,5
"11526","裘",1,1
"11527","補",1,52
"11528","補償",2,2
"11529","補充",2,5
"11530","補助",2,14
"11531","補助費",3,5
"11532","補品",2,1
"11533","補救",2,2
"11534","補發",2,1
"11535","補綴",2,1
"11536","補缺",2,1
"11537","補習",2,5
"11538","補習學校",4,2
"11539","補足",2,3
"11540","裝",1,14
"11541","裝置",2,4
"11542","裝訂",2,1
"11543","裝飾",2,3
"11544","裝飾品",3,2
"11545","裨",1,3
"11546","裨益",2,2
"11547","裱",1,1
"11548","裴",1,4
"11549","裹",1,6
"11550","裹足",2,1
"11551","製",1,43
"11552","製品",2,10
"11553","製圖",2,1
"11554","製成",2,6
"11555","製法",2,1
"11556","製粉",2,6
"11557","製糖",2,1
"11558","製紙",2,1
"11559","製藥廠",3,1
"11560","製造",2,41
"11561","製造廠",3,1
"11562","製造業",3,2
"11563","製鋼",2,1
"11564","製革廠",3,2
"11565","複",1,6
"11566","複決",2,2
"11567","複決權",3,2
"11568","複選",2,1
"11569","複雜",2,16
"11570","褊",1,1
"11571","褒獎",2,1
"11572","褚",1,2
"11573","褫",1,4
"11574","褫奪",2,1
"11575","褲",1,4
"11576","襁褓",2,1
"11577","襄",1,7
"11578","襄助",2,1
"11579","襄辦",2,1
"11580","襖",1,1
"11581","襟",1,3
"11582","襤",1,1
"11583","襤褸",2,2
"11584","襪",1,1
"11585","襯托",2,1
"11586","襯衣",2,3
"11587","襲",1,11
"11588","襲擊",2,3
"11589","西",1,95
"11590","西京",2,4
"11591","西伯利亞",4,5
"11592","西北",2,8
"11593","西北部",3,1
"11594","西南",2,15
"11595","西南部",3,1
"11596","西口",2,1
"11597","西哲",2,1
"11598","西太后",3,68
"11599","西夷",2,1
"11600","西學",2,4
"11601","西安",2,2
"11602","西寧",2,1
"11603","西式",2,2
"11604","西文",2,5
"11605","西方",2,9
"11606","西樂",2,1
"11607","西樓",2,1
"11608","西歐",2,4
"11609","西江",2,3
"11610","西洋",2,39
"11611","西湖",2,2
"11612","西班牙",3,5
"11613","西瓜",2,1
"11614","西神田",3,1
"11615","西藏",2,6
"11616","西藥",2,1
"11617","西裝",2,1
"11618","西西里島",4,1
"11619","西谷",2,1
"11620","西貢",2,1
"11621","西路",2,6
"11622","西進",2,2
"11623","西邊",2,1
"11624","西郊",2,1
"11625","西部",2,3
"11626","西醫",2,5
"11627","西門",2,1
"11628","西陣",2,2
"11629","要",1,321
"11630","要件",2,11
"11631","要務",2,3
"11632","要塞",2,1
"11633","要好",2,1
"11634","要害",2,1
"11635","要挾",2,4
"11636","要旨",2,1
"11637","要是",2,2
"11638","要求",2,103
"11639","要素",2,7
"11640","要緊",2,1
"11641","要義",2,2
"11642","要聞",2,1
"11643","要領",2,5
"11644","要點",2,11
"11645","覃",1,5
"11646","覆",1,38
"11647","覆亡",2,1
"11648","覆滅",2,1
"11649","覆議",2,1
"11650","覆轍",2,1
"11651","覈",1,3
"11652","見",1,386
"11653","見地",2,1
"11654","見習",2,3
"11655","見聞",2,3
"11656","見解",2,4
"11657","見識",2,1
"11658","規",1,11
"11659","規例",2,1
"11660","規制",2,3
"11661","規則",2,19
"11662","規劃",2,3
"11663","規定",2,97
"11664","規律",2,3
"11665","規條",2,1
"11666","規模",2,26
"11667","規正",2,1
"11668","規畫",2,5
"11669","規矩",2,1
"11670","規程",2,5
"11671","規章",2,1
"11672","規範",2,1
"11673","規約",2,10
"11674","規費",2,1
"11675","覓",1,4
"11676","視",1,129
"11677","視察",2,7
"11678","覘",1,2
"11679","覩",1,9
"11680","親",1,82
"11681","親交",2,1
"11682","親任",2,1
"11683","親切",2,7
"11684","親友",2,8
"11685","親和",2,1
"11686","親善",2,28
"11687","親密",2,3
"11688","親愛",2,1
"11689","親戚",2,2
"11690","親族",2,7
"11691","親日",2,1
"11692","親王",2,14
"11693","親自",2,4
"11694","親近",2,1
"11695","覯",1,3
"11696","覲",1,1
"11697","覲見",2,1
"11698","覺",1,47
"11699","覺得",2,10
"11700","覺悟",2,17
"11701","覽",1,12
"11702","觀",1,125
"11703","觀察",2,35
"11704","觀念",2,33
"11705","觀摩",2,2
"11706","觀望",2,2
"11707","觀測",2,4
"11708","觀濤",2,1
"11709","觀瞻",2,2
"11710","觀象台",3,4
"11711","觀音",2,1
"11712","觀點",2,1
"11713","角",1,47
"11714","角色",2,9
"11715","解",1,73
"11716","解决",2,1
"11717","解放",2,12
"11718","解散",2,33
"11719","解毒",2,1
"11720","解決",2,98
"11721","解禁",2,134
"11722","解答",2,3
"11723","解職",2,2
"11724","解說",2,3
"11725","解釋",2,18
"11726","解除",2,10
"11727","解體",2,1
"11728","觸",1,7
"11729","觸目",2,1
"11730","言",1,357
"11731","言行",2,2
"11732","言語",2,7
"11733","言論",2,10
"11734","言責",2,1
"11735","言辭",2,1
"11736","訂",1,46
"11737","訂定",2,8
"11738","訂正",2,1
"11739","訂立",2,10
"11740","訂約",2,4
"11741","訂造",2,1
"11742","計",1,183
"11743","計劃",2,41
"11744","計畫",2,32
"11745","計算",2,21
"11746","計較",2,1
"11747","計量",2,1
"11748","訊",1,10
"11749","訌",1,1
"11750","討",1,6
"11751","討伐",2,2
"11752","討厭",2,1
"11753","討好",2,1
"11754","討論",2,60
"11755","討論會",3,2
"11756","討議",2,3
"11757","訓",1,10
"11758","訓導",2,1
"11759","訓政",2,16
"11760","訓政時期",4,2
"11761","訓示",2,1
"11762","訓練",2,11
"11763","訓育",2,1
"11764","訓詞",2,2
"11765","訓誡",2,1
"11766","訓電",2,1
"11767","訕笑",2,1
"11768","訖",1,1
"11769","託",1,17
"11770","記",1,46
"11771","記事",2,9
"11772","記名",2,1
"11773","記得",2,4
"11774","記念",2,2
"11775","記憶",2,2
"11776","記者",2,52
"11777","記號",2,1
"11778","記誦",2,2
"11779","記載",2,24
"11780","記述",2,5
"11781","記錄",2,3
"11782","訝",1,1
"11783","訟",1,11
"11784","訟事",2,2
"11785","訥",1,2
"11786","訪",1,28
"11787","訪問",2,4
"11788","訪察",2,1
"11789","設",1,421
"11790","設備",2,24
"11791","設定",2,1
"11792","設局",2,1
"11793","設廠",2,1
"11794","設想",2,2
"11795","設施",2,23
"11796","設法",2,16
"11797","設立",2,95
"11798","設置",2,17
"11799","設計",2,3
"11800","許",1,68
"11801","許可",2,10
"11802","許多",2,66
"11803","許昌",2,1
"11804","許許",2,1
"11805","許諾",2,1
"11806","訴",1,10
"11807","訴狀",2,1
"11808","訴訟",2,7
"11809","訴訟法",3,2
"11810","訴追",2,1
"11811","訶",1,2
"11812","診",1,3
"11813","診治",2,2
"11814","診療所",3,1
"11815","註",1,67
"11816","註解",2,1
"11817","訽",1,1
"11818","訾",1,1
"11819","訾議",2,1
"11820","詁",1,1
"11821","詆",1,3
"11822","詈",1,1
"11823","詎",1,5
"11824","詐",1,3
"11825","詒",1,1
"11826","詔",1,22
"11827","詔旨",2,3
"11828","詔書",2,1
"11829","評",1,21
"11830","評價",2,1
"11831","評判",2,2
"11832","評論",2,10
"11833","評議會",3,2
"11834","詞",1,40
"11835","詞意",2,1
"11836","詞藻",2,2
"11837","詢",1,4
"11838","詢問",2,1
"11839","詣",1,4
"11840","試",1,54
"11841","試問",2,1
"11842","試用",2,4
"11843","試行",2,4
"11844","試辦",2,3
"11845","試驗",2,22
"11846","詩",1,42
"11847","詩人",2,3
"11848","詩句",2,1
"11849","詩壇",2,1
"11850","詩文",2,9
"11851","詩書",2,2
"11852","詩歌",2,1
"11853","詩話",2,1
"11854","詩賦",2,4
"11855","詩選",2,2
"11856","詩鈔",2,1
"11857","詩集",2,2
"11858","詫",1,1
"11859","詬病",2,1
"11860","詭譎",2,2
"11861","詰",1,3
"11862","詰問",2,2
"11863","話",1,36
"11864","話題",2,2
"11865","該",1,136
"11866","該會",2,4
"11867","詳",1,66
"11868","詳密",2,2
"11869","詳盡",2,3
"11870","詳細",2,18
"11871","詳述",2,1
"11872","詹",1,1
"11873","詹天佑",3,3
"11874","詼諧",2,2
"11875","誅",1,4
"11876","誇張",2,2
"11877","誇示",2,1
"11878","誇耀",2,2
"11879","誌",1,5
"11880","認",1,75
"11881","認可",2,3
"11882","認定",2,10
"11883","認股",2,1
"11884","認許",2,3
"11885","認識",2,9
"11886","誑",1,1
"11887","誓",1,6
"11888","誕",1,1
"11889","誘",1,7
"11890","誘導",2,3
"11891","誘惑",2,1
"11892","誘致",2,1
"11893","誚",1,2
"11894","語",1,88
"11895","語句",2,2
"11896","語彙",2,1
"11897","語文",2,3
"11898","語氣",2,1
"11899","語言",2,23
"11900","語調",2,1
"11901","語音",2,1
"11902","語音學",3,1
"11903","誠",1,71
"11904","誠實",2,1
"11905","誠心",2,1
"11906","誠意",2,17
"11907","誠懇",2,3
"11908","誠然",2,2
"11909","誡",1,3
"11910","誣",1,5
"11911","誣陷",2,1
"11912","誤",1,30
"11913","誤會",2,6
"11914","誤解",2,10
"11915","誥",1,3
"11916","誦",1,5
"11917","誦讀",2,2
"11918","誨",1,2
"11919","說",1,338
"11920","說來",2,1
"11921","說教",2,1
"11922","說文",2,1
"11923","說明",2,28
"11924","說法",2,1
"11925","說話",2,3
"11926","説",1,1
"11927","誰",1,28
"11928","課",1,33
"11929","課員",2,4
"11930","課本",2,1
"11931","課業",2,1
"11932","課目",2,2
"11933","課稅",2,1
"11934","課程",2,35
"11935","課長",2,7
"11936","誼",1,8
"11937","調",1,25
"11938","調停",2,2
"11939","調劑",2,1
"11940","調和",2,11
"11941","調子",2,1
"11942","調查",2,32
"11943","調査",2,28
"11944","調節",2,3
"11945","調處",2,2
"11946","調解",2,1
"11947","調遣",2,1
"11948","諄諄",2,1
"11949","談",1,64
"11950","談判",2,8
"11951","談到",2,1
"11952","談及",2,1
"11953","談話",2,9
"11954","談談",2,2
"11955","談論",2,1
"11956","談鋒",2,1
"11957","諉卸",2,1
"11958","請",1,228
"11959","請假",2,3
"11960","請教",2,1
"11961","請柬",2,1
"11962","請求",2,11
"11963","請示",2,1
"11964","請願",2,40
"11965","請願書",3,4
"11966","諒",1,10
"11967","諒解",2,16
"11968","論",1,253
"11969","論戰",2,1
"11970","論文",2,29
"11971","論理",2,2
"11972","論者",2,11
"11973","論著",2,2
"11974","論評",2,1
"11975","論語",2,3
"11976","論說",2,1
"11977","論調",2,2
"11978","論證",2,1
"11979","論點",2,1
"11980","諗",1,1
"11981","諜",1,1
"11982","諦",1,2
"11983","諧",1,1
"11984","諫",1,3
"11985","諭",1,32
"11986","諭旨",2,2
"11987","諮",1,10
"11988","諮問",2,2
"11989","諮詢",2,5
"11990","諮議",2,6
"11991","諮議局",3,58
"11992","諱",1,10
"11993","諳",1,3
"11994","諷",1,1
"11995","諸",1,222
"11996","諸侯",2,1
"11997","諸君",2,2
"11998","諸如",2,1
"11999","諺",1,2
"12000","諾",1,6
"12001","謀",1,113
"12002","謀利",2,1
"12003","謀生",2,6
"12004","謀議",2,1
"12005","謁",1,5
"12006","謁見",2,3
"12007","謂",1,274
"12008","謄",1,1
"12009","謔",1,1
"12010","謗",1,1
"12011","謙",1,13
"12012","謙吉",2,2
"12013","謙恭",2,1
"12014","謙讓",2,1
"12015","講",1,34
"12016","講台",2,1
"12017","講堂",2,2
"12018","講壇",2,1
"12019","講學",2,8
"12020","講師",2,2
"12021","講授",2,1
"12022","講武堂",3,1
"12023","講求",2,7
"12024","講演",2,11
"12025","講究",2,2
"12026","講筵",2,1
"12027","講義",2,3
"12028","講習",2,7
"12029","講述",2,1
"12030","謝",1,14
"12031","謝恩",2,1
"12032","謝絕",2,3
"12033","謝罪",2,1
"12034","謝謝",2,1
"12035","謠",1,4
"12036","謠傳",2,1
"12037","謠言",2,2
"12038","謨",1,3
"12039","謫",1,2
"12040","謬",1,3
"12041","謬誤",2,2
"12042","謷",1,1
"12043","謹",1,22
"12044","謾",1,1
"12045","譁",1,4
"12046","譁變",2,1
"12047","證",1,19
"12048","證人",2,2
"12049","證券",2,1
"12050","證券交易所",5,1
"12051","證實",2,2
"12052","證據",2,5
"12053","證明",2,22
"12054","證明書",3,1
"12055","證書",2,2
"12056","譏",1,7
"12057","譔",1,1
"12058","識",1,39
"12059","識字",2,3
"12060","識者",2,1
"12061","識語",2,1
"12062","譚",1,8
"12063","譚人鳳",3,1
"12064","譚嗣同",3,2
"12065","譜",1,2
"12066","譞",1,2
"12067","警",1,32
"12068","警務",2,4
"12069","警官",2,1
"12070","警察",2,22
"12071","警察官",3,1
"12072","警察廳",3,3
"12073","警局",2,1
"12074","警悟",2,1
"12075","警戒",2,1
"12076","警政",2,5
"12077","警笛",2,1
"12078","警署",2,4
"12079","警視",2,2
"12080","警覺",2,2
"12081","警鐘",2,2
"12082","譫",1,1
"12083","譬",1,2
"12084","譬如",2,11
"12085","譬若",2,1
"12086","譯",1,48
"12087","譯員",2,1
"12088","譯文",2,3
"12089","譯稿",2,2
"12090","譯者",2,6
"12091","譯述",2,1
"12092","議",1,181
"12093","議事",2,30
"12094","議員",2,173
"12095","議定",2,13
"12096","議會",2,44
"12097","議案",2,16
"12098","議決",2,65
"12099","議論",2,24
"12100","議長",2,21
"12101","議院",2,49
"12102","議題",2,4
"12103","譴責",2,1
"12104","護",1,8
"12105","護憲",2,4
"12106","護法",2,5
"12107","護符",2,1
"12108","護身符",3,1
"12109","護送",2,1
"12110","譽",1,1
"12111","譾",1,2
"12112","譾陋",2,2
"12113","讀",1,79
"12114","讀報",2,1
"12115","讀書",2,40
"12116","讀本",2,1
"12117","讀經",2,8
"12118","讀者",2,23
"12119","變",1,85
"12120","變亂",2,2
"12121","變動",2,21
"12122","變化",2,19
"12123","變局",2,4
"12124","變幻",2,3
"12125","變換",2,1
"12126","變易",2,1
"12127","變更",2,18
"12128","變法",2,13
"12129","變異",2,1
"12130","變質",2,1
"12131","變通",2,4
"12132","變遷",2,9
"12133","變革",2,2
"12134","讌",1,1
"12135","讎",1,1
"12136","讓",1,29
"12137","讓步",2,3
"12138","讕言",2,1
"12139","讜",1,1
"12140","谷",1,2
"12141","谿",1,1
"12142","豁然",2,1
"12143","豆",1,2
"12144","豆腐",2,1
"12145","豆類",2,2
"12146","豈",1,37
"12147","豊富",2,1
"12148","豎子",2,1
"12149","豐",1,19
"12150","豐厚",2,2
"12151","豐台",2,1
"12152","豐富",2,7
"12153","豐盈",2,1
"12154","豔",1,3
"12155","豕",1,1
"12156","象",1,12
"12157","象牙塔",3,1
"12158","豢",1,1
"12159","豢養",2,1
"12160","豪",1,9
"12161","豪族",2,1
"12162","豫",1,88
"12163","豬肉",2,1
"12164","豹子",2,1
"12165","貝",1,5
"12166","貝爾",2,6
"12167","貞",1,3
"12168","貞操",2,2
"12169","負",1,46
"12170","負債",2,2
"12171","負傷",2,1
"12172","負擔",2,16
"12173","負笈",2,3
"12174","負荷",2,1
"12175","負責",2,10
"12176","財",1,21
"12177","財力",2,8
"12178","財務",2,2
"12179","財團",2,1
"12180","財富",2,1
"12181","財帛",2,1
"12182","財政",2,114
"12183","財政廳",3,4
"12184","財政部",3,10
"12185","財權",2,6
"12186","財源",2,12
"12187","財物",2,3
"12188","財產",2,18
"12189","財界",2,18
"12190","財貨",2,1
"12191","財賦",2,2
"12192","財閥",2,2
"12193","貢",1,7
"12194","貢獻",2,16
"12195","貧",1,24
"12196","貧乏",2,2
"12197","貧困",2,1
"12198","貧富",2,1
"12199","貧弱",2,3
"12200","貧民",2,6
"12201","貧苦",2,3
"12202","貧血",2,1
"12203","貨",1,52
"12204","貨價",2,1
"12205","貨品",2,1
"12206","貨幣",2,20
"12207","貨物",2,13
"12208","貨物稅",3,1
"12209","貨車",2,2
"12210","販",1,3
"12211","販賣",2,7
"12212","販路",2,1
"12213","貪",1,3
"12214","貪婪",2,2
"12215","貪官",2,1
"12216","貫",1,15
"12217","貫注",2,1
"12218","貫穿",2,2
"12219","貫通",2,1
"12220","責",1,38
"12221","責任",2,49
"12222","責備",2,2
"12223","責成",2,3
"12224","貯",1,1
"12225","貯蓄",2,1
"12226","貯藏",2,1
"12227","貲",1,2
"12228","貳",1,2
"12229","貴",1,55
"12230","貴人",2,1
"12231","貴國",2,2
"12232","貴州",2,17
"12233","貴族",2,5
"12234","貴校",2,1
"12235","貴洋",2,1
"12236","貴重",2,3
"12237","貴陽",2,37
"12238","貴顯",2,1
"12239","貶",1,1
"12240","買",1,50
"12241","買票",2,1
"12242","買賣",2,2
"12243","買辦",2,5
"12244","買進",2,1
"12245","貸",1,4
"12246","費",1,180
"12247","費用",2,13
"12248","貼",1,3
"12249","貼補",2,1
"12250","貽",1,11
"12251","貽誤",2,1
"12252","貿易",2,29
"12253","貿貿然",3,1
"12254","賀",1,12
"12255","賀禮",2,2
"12256","賃",1,1
"12257","賃銀",2,1
"12258","賄",1,5
"12259","賄賂",2,1
"12260","賄選",2,3
"12261","資",1,68
"12262","資助",2,3
"12263","資政",2,61
"12264","資料",2,4
"12265","資本",2,102
"12266","資本主義",4,28
"12267","資本論",3,1
"12268","資格",2,79
"12269","資治通鑑",4,1
"12270","資源",2,4
"12271","資產",2,10
"12272","資財",2,1
"12273","資金",2,9
"12274","賈",1,12
"12275","賊",1,5
"12276","賑",1,7
"12277","賑濟",2,1
"12278","賑災",2,1
"12279","賓",1,7
"12280","賓客",2,1
"12281","賜",1,12
"12282","賞",1,8
"12283","賠",1,3
"12284","賠償",2,15
"12285","賠款",2,27
"12286","賡",1,7
"12287","賢",1,16
"12288","賢妻",2,1
"12289","賢孝",2,1
"12290","賢才",2,1
"12291","賢達",2,1
"12292","賣",1,35
"12293","賣主",2,2
"12294","賣價",2,5
"12295","賣國",2,2
"12296","賣國賊",3,1
"12297","賤",1,11
"12298","賤賣",2,1
"12299","賦",1,3
"12300","賦稅",2,1
"12301","質",1,20
"12302","質問",2,5
"12303","質料",2,1
"12304","質素",2,3
"12305","賫",1,1
"12306","賬房",2,1
"12307","賭",1,2
"12308","賭博",2,1
"12309","賴",1,23
"12310","賺",1,1
"12311","賺錢",2,2
"12312","賻",1,1
"12313","購",1,40
"12314","購入",2,4
"12315","購求",2,1
"12316","購置",2,4
"12317","購買",2,13
"12318","購辦",2,2
"12319","賽",1,10
"12320","賽會",2,2
"12321","賽跑",2,12
"12322","賾",1,1
"12323","贅",1,14
"12324","贅瘤",2,2
"12325","贈",1,11
"12326","贈品",2,1
"12327","贈送",2,1
"12328","贊",1,3
"12329","贊助",2,9
"12330","贊同",2,10
"12331","贊成",2,33
"12332","贊揚",2,2
"12333","贊美",2,1
"12334","贊許",2,3
"12335","贍",1,1
"12336","贍養",2,1
"12337","贏",1,4
"12338","贏得",2,1
"12339","贖",1,6
"12340","贖回",2,1
"12341","贖款",2,1
"12342","贛",1,7
"12343","财政",2,1
"12344","赤",1,9
"12345","赤化",2,1
"12346","赤坂",2,2
"12347","赤城",2,1
"12348","赤旗",2,1
"12349","赤條條",3,1
"12350","赤脚",2,1
"12351","赤裸裸",3,2
"12352","赤道",2,1
"12353","赦",1,1
"12354","赫",1,1
"12355","赫然",2,2
"12356","赫胥黎",3,1
"12357","走",1,43
"12358","走卒",2,1
"12359","走向",2,1
"12360","走廊",2,1
"12361","赴",1,125
"12362","起",1,352
"12363","起來",2,13
"12364","起兵",2,1
"12365","起因",2,1
"12366","起始",2,1
"12367","起居",2,6
"12368","起源",2,1
"12369","起程",2,5
"12370","起立",2,2
"12371","起義",2,10
"12372","起色",2,3
"12373","起草",2,42
"12374","起落",2,1
"12375","起訴",2,2
"12376","起身",2,1
"12377","起點",2,2
"12378","趁",1,9
"12379","超",1,24
"12380","超然",2,3
"12381","超越",2,5
"12382","超過",2,15
"12383","越",1,63
"12384","越南",2,31
"12385","越境",2,1
"12386","越谷",2,1
"12387","越過",2,1
"12388","趕",1,17
"12389","趕上",2,3
"12390","趕場",2,3
"12391","趕快",2,7
"12392","趕緊",2,1
"12393","趕集",2,1
"12394","趙",1,24
"12395","趙國",2,1
"12396","趣",1,12
"12397","趣味",2,8
"12398","趣意",2,1
"12399","趣旨",2,1
"12400","趨",1,33
"12401","趨勢",2,19
"12402","趨向",2,9
"12403","足",1,196
"12404","足以",2,33
"12405","足夠",2,1
"12406","足球",2,11
"12407","足球隊",3,3
"12408","足跡",2,2
"12409","趾",1,3
"12410","跋",1,1
"12411","跋扈",2,2
"12412","跋涉",2,2
"12413","跌",1,3
"12414","跌落",2,1
"12415","跑",1,12
"12416","跑路",2,1
"12417","跑馬",2,1
"12418","距",1,26
"12419","距離",2,6
"12420","跟",1,12
"12421","跟着",2,2
"12422","跡",1,5
"12423","跨",1,1
